id,category,question,answer,keywords
faq_026,order_management,비회원 주문 조회는 어떻게 하나요?,"비회원 조회 방법:
1. 로그인 페이지 하단의 '비회원 주문조회'를 클릭하세요
2. 주문번호와 주문 시 설정한 비밀번호를 입력하세요
3. 비밀번호를 잊으셨다면 고객센터로 문의하세요","비회원조회,주문번호,게스트주문,조회"
faq_027,order_management,반품 택배는 어떻게 보내나요?,"반품 접수 가이드:
1. 반품 신청 시 '자동 회수'를 선택하면 기사님이 방문합니다
2. 직접 발송 시에는 반드시 '선불'로 보내주셔야 합니다
3. 반송 시 주문번호를 기재해 주시면 처리가 빠릅니다","반품접수,택배회수,기사방문,직접발송"
faq_028,order_management,송장 번호가 왜 여러 개인가요?,"분할 배송 안내:
1. 부피가 크거나 입고일이 다른 경우 나누어 발송될 수 있습니다
2. 각 송장 번호별로 배송 상태를 개별 확인하실 수 있습니다
3. 모든 상품이 도착할 때까지 조금만 기다려 주세요","송장번호,분할배송,여러개,따로배송"
faq_029,order_management,품절 취소 안내를 받았습니다,"품절 보상 안내:
1. 실시간 재고 반영 차이로 인해 주문 후 품절될 수 있습니다
2. 취소된 금액은 즉시 환불 처리됩니다
3. 불편을 드려 죄송하며 보상 적립금이 지급될 수 있습니다","품절취소,재고부족,취소문자,품절알림"
faq_030,order_management,배송 완료인데 물건이 없습니다,"미수령 확인 단계:
1. 문 앞, 택배함, 경비실을 먼저 확인해 주세요
2. 택배 기사님과 통화하여 실제 배송 위치를 확인하세요
3. 확인이 안 될 경우 즉시 고객센터로 신고 바랍니다","미수령,배송완료오류,분실,택배기사"
faq_031,account_management,비밀번호 찾기 메일이 안 옵니다,"메일 수신 확인:
1. 스팸 메일함이나 광고 메일함을 확인하세요
2. 가입 시 등록한 이메일 주소가 맞는지 확인하세요
3. 5분 이상 지연될 수 있으니 잠시 후 다시 확인하세요","비번찾기,메일미수신,인증메일,재설정"
faq_032,account_management,회원 정보를 수정하고 싶어요,"정보 수정 방법:
1. 마이페이지 > 회원 정보 수정으로 이동하세요
2. 보안을 위해 비밀번호를 한 번 더 입력해 주세요
3. 연락처나 주소 등을 변경 후 저장하세요","정보수정,비번변경,연락처수정,마이페이지"
faq_033,account_management,탈퇴 후 바로 다시 가입할 수 있나요?,"재가입 안내:
1. 탈퇴 후 즉시 재가입이 가능합니다
2. 단, 기존의 적립금과 쿠폰, 구매 내역은 모두 복구되지 않습니다
3. 신규 가입 혜택은 제한될 수 있습니다","재가입,탈퇴후가입,데이터복구,회원가입"
faq_034,account_management,휴면 계정은 어떻게 해제하나요?,"휴면 해제 가이드:
1. 기존 아이디와 비밀번호로 로그인을 시도하세요
2. 본인 인증 절차를 거치면 즉시 휴면이 해제됩니다
3. 휴면 해제 후에는 모든 서비스를 정상 이용할 수 있습니다","휴면계정,장기미이용,개인정보보호,계정해제"
faq_035,account_management,아이디를 잊어버렸습니다,"아이디 찾기 방법:
1. 로그인 페이지에서 '아이디 찾기'를 클릭하세요
2. 이름과 가입 시 등록한 휴대폰 번호를 입력하세요
3. 본인 인증 후 가입된 아이디의 일부가 표시됩니다","아이디찾기,ID분실,계정찾기,본인확인"
faq_036,account_management,닉네임과 프로필 사진을 바꾸고 싶어요,"프로필 설정:
1. 마이페이지 > 프로필 설정 메뉴를 이용하세요
2. 원하는 닉네임과 이미지를 업로드하고 저장하세요
3. 부적절한 이미지는 제한될 수 있습니다","닉네임수정,프로필이미지,이름변경,설정"
faq_037,account_management,광고성 알림을 끄고 싶습니다,"알림 설정 변경:
1. 마이페이지 > 설정 > 알림 설정으로 이동하세요
2. SMS 및 이메일 수신 동의를 '미동의'로 변경하세요
3. 배송 관련 필수 안내는 설정과 무관하게 발송됩니다","수신거부,광고거부,알림해제,마케팅동의"
faq_038,account_management,사업자 회원 가입이 가능한가요?,"사업자 가입 안내:
1. 회원가입 시 '사업자 회원' 유형을 선택하세요
2. 사업자등록증 사본 업로드 후 승인 절차가 진행됩니다
3. 승인 후에는 사업자 전용 단가로 구매 가능합니다","법인회원,사업자가입,도매회원,기업회원"
faq_039,account_management,SNS 계정 연동을 끊고 싶어요,"연동 해제 방법:
1. 마이페이지 > 계정 관리 > 연결된 서비스로 이동하세요
2. 연동된 SNS(카카오/네이버 등) 우측의 '해제'를 클릭하세요
3. 해제 후에는 일반 로그인을 이용하셔야 합니다","연동해제,간편로그인해제,카카오연동,네이버연동"
faq_040,account_management,개인정보 보안이 걱정됩니다,"보안 강화 팁:
1. 비밀번호를 정기적으로 변경하고 특수문자를 포함하세요
2. 2단계 인증 설정을 통해 로그인을 더 안전하게 보호하세요
3. 의심스러운 접근 시 즉시 고객센터로 신고하세요","보안,해킹의심,비번변경,유출신고"
=======
=======
>>>>>>> main
faq_001,tech_support,인터넷이 연결되지 않습니다,"다음 단계를 시도해보세요:
1. 라우터의 전원을 껐다가 다시 켜주세요 (30초 대기)
2. 네트워크 케이블 연결 상태를 확인하세요
3. 와이파이 설정에서 올바른 네트워크를 선택했는지 확인하세요
4. 문제가 지속되면 고객센터(1234-5678)로 연락주세요","인터넷,연결,안됨,와이파이,네트워크"
faq_002,tech_support,와이파이 비밀번호를 잊어버렸습니다,"와이파이 비밀번호 재설정:
1. 라우터 뒷면의 초기화 버튼을 10초간 누르세요
2. 라우터가 재시작되면 기본 비밀번호로 접속하세요
3. 관리자 페이지(192.168.0.1)에 접속하세요
4. 새 비밀번호를 설정하세요","와이파이,비밀번호,분실,재설정"
faq_003,tech_support,인터넷 속도가 너무 느립니다,"인터넷 속도 개선:
1. 동시 접속 기기 수를 줄여보세요
2. 라우터를 집 중앙에 배치하세요
3. 5GHz 대역을 사용해보세요
4. 백그라운드 다운로드를 중지하세요
5. 속도 측정 사이트에서 실제 속도를 확인하세요","느림,속도,렉,버퍼링,인터넷"
faq_004,tech_support,앱이 실행되지 않습니다,"앱 실행 문제 해결:
1. 앱을 완전히 종료한 후 다시 실행하세요
2. 기기를 재시작하세요
3. 앱을 삭제 후 재설치하세요
4. 최신 버전으로 업데이트하세요
5. 충분한 저장 공간이 있는지 확인하세요","앱,실행,안됨,오류,크래시"
faq_005,tech_support,앱이 느리게 작동합니다,"앱 성능 개선:
1. 앱 캐시를 삭제하세요
2. 백그라운드 앱을 종료하세요
3. 기기를 재시작하세요
4. 불필요한 앱을 삭제하세요","느림,속도,렉,버벅임,앱"
faq_006,tech_support,화면이 안 보입니다,"화면 문제 해결:
1. 전원 버튼을 길게 눌러 재시작하세요
2. 화면 밝기를 최대로 올려보세요
3. 전원 케이블을 확인하세요
4. 하드웨어 문제일 수 있으니 서비스 센터를 방문하세요","화면,안보임,검은색,디스플레이"
faq_007,tech_support,소리가 안 나옵니다,"소리 문제 해결:
1. 볼륨이 음소거되어 있는지 확인하세요
2. 헤드폰이 연결되어 있지 않은지 확인하세요
3. 블루투스 기기를 확인하세요
4. 기기를 재시작하세요","소리,음성,안들림,스피커,오디오"
faq_008,tech_support,앱이 자꾸 꺼집니다,"앱 강제 종료 문제:
1. 앱을 최신 버전으로 업데이트하세요
2. 기기를 재시작하세요
3. 앱 캐시를 삭제하세요
4. 앱을 재설치하세요","꺼짐,종료,크래시,앱,강제종료"
faq_009,tech_support,기기가 과열됩니다,"기기 과열 대처:
1. 즉시 사용을 중단하고 시원한 곳에 두세요
2. 케이스를 제거하세요
3. 충전을 중단하세요
4. 통풍이 잘 되는 곳에 두세요
5. 계속 과열되면 서비스 센터를 방문하세요","과열,뜨거움,발열,기기"
faq_010,tech_support,배터리가 빨리 닳습니다,"배터리 절약 방법:
1. 화면 밝기를 낮추세요
2. 배경 앱을 종료하세요
3. 블루투스/GPS를 끄세요
4. 전원 절약 모드를 활성화하세요
5. 배터리 수명이 다했다면 교체를 고려하세요","배터리,빨리,닳음,방전"
faq_011,tech_support,블루투스 연결이 안 됩니다,"블루투스 연결:
1. 블루투스를 껐다가 다시 켜보세요
2. 기기를 재시작하세요
3. 페어링을 삭제하고 다시 연결하세요
4. 다른 기기와의 연결을 끊어보세요","블루투스,연결,페어링,안됨"
faq_012,tech_support,업데이트가 안 됩니다,"업데이트 문제:
1. 충분한 저장 공간이 있는지 확인하세요 (최소 2GB)
2. 안정적인 와이파이에 연결하세요
3. 배터리가 50% 이상인지 확인하세요
4. 기기를 재시작한 후 다시 시도하세요","업데이트,안됨,설치,실패"
faq_013,billing_support,청구서를 확인하고 싶습니다,"청구서 확인 방법:
1. 마이페이지 > 결제/청구 메뉴로 이동하세요
2. 조회 기간을 선택하세요
3. 상세 내역을 클릭하여 확인하세요
4. PDF 다운로드도 가능합니다","청구서,확인,조회,내역"
faq_014,billing_support,요금이 이상합니다,"요금 확인 방법:
1. 마이페이지에서 이용 내역을 확인하세요
2. 추가 요금이 발생한 항목을 확인하세요
3. 문의사항은 고객센터(1234-5678)로 연락주세요
4. 청구서를 준비하시면 빠른 상담이 가능합니다","요금,청구,이상,비용"
faq_015,billing_support,결제가 실패했습니다,"결제 실패 해결:
1. 카드 정보가 정확한지 확인하세요
2. 카드 한도를 확인하세요
3. 카드사에 결제 가능 상태인지 문의하세요
4. 다른 결제 수단을 시도하세요","결제,실패,카드,오류"
faq_016,billing_support,환불을 요청하고 싶습니다,"환불 신청 방법:
1. 마이페이지 > 주문내역으로 이동하세요
2. 해당 주문의 '환불 신청' 버튼을 클릭하세요
3. 환불 사유를 선택하세요
4. 환불은 3-5 영업일 소요됩니다","환불,요청,신청,취소"
faq_017,billing_support,자동결제를 해지하고 싶습니다,"자동결제 해지:
1. 마이페이지 > 결제 관리로 이동하세요
2. 자동결제 목록에서 해당 항목을 선택하세요
3. '자동결제 해지' 버튼을 클릭하세요
4. 다음 결제일 이전에 해지해야 합니다","자동결제,해지,중지,취소"
faq_018,billing_support,영수증이 필요합니다,"영수증 발급:
1. 마이페이지 > 결제 내역으로 이동하세요
2. 해당 결제 건을 선택하세요
3. '영수증 출력' 버튼을 클릭하세요
4. 세금계산서는 별도 신청이 필요합니다","영수증,발급,출력,증빙"
faq_019,billing_support,환불은 언제 되나요,"환불 처리 기간:
1. 카드 결제: 3-5 영업일
2. 계좌이체: 2-3 영업일
3. 간편결제: 1-3 영업일
4. 주말/공휴일은 제외됩니다","환불,언제,기간,처리"
faq_020,billing_support,결제 내역을 확인하고 싶어요,"결제 내역 확인:
1. 마이페이지 > 결제 내역으로 이동하세요
2. 조회 기간을 선택하세요 (최대 6개월)
3. 상세 내역을 클릭하면 자세히 볼 수 있습니다","결제,내역,확인,조회"
faq_021,billing_support,카드를 변경하고 싶어요,"결제 카드 변경:
1. 마이페이지 > 결제 관리로 이동하세요
2. '카드 변경' 버튼을 클릭하세요
3. 새 카드 정보를 입력하세요
4. 본인 확인 후 저장하세요","카드,변경,수정,등록"
faq_022,billing_support,세금계산서를 발급받고 싶어요,"세금계산서 발급:
1. 마이페이지 > 결제 내역으로 이동하세요
2. 해당 결제 건의 '세금계산서 신청'을 클릭하세요
3. 사업자등록번호와 이메일을 입력하세요
4. 발급 후 이메일로 전송됩니다","세금계산서,발급,신청,사업자"
faq_023,billing_support,할인 쿠폰을 사용하고 싶어요,"쿠폰 사용 방법:
1. 결제 페이지로 이동하세요
2. '쿠폰 적용' 버튼을 클릭하세요
3. 사용 가능한 쿠폰을 선택하세요
4. 할인이 적용된 금액을 확인하세요","쿠폰,할인,적용,사용"
faq_024,billing_support,결제 수단을 추가하고 싶어요,"결제 수단 추가:
1. 마이페이지 > 결제 관리로 이동하세요
2. '결제 수단 추가' 버튼을 클릭하세요
3. 카드 정보 또는 계좌 정보를 입력하세요
4. 본인 확인 후 등록하세요","결제수단,추가,등록,카드"
faq_025,order_management,주문을 취소하고 싶습니다,"주문 취소 방법:
1. 마이페이지 > 주문내역으로 이동하세요
2. 취소할 주문을 선택하세요
3. '주문 취소' 버튼을 클릭하세요
4. 배송 준비 중이면 취소가 불가능할 수 있습니다","주문,취소,삭제,철회"
faq_026,order_management,배송지를 변경하고 싶습니다,"배송지 변경:
1. 마이페이지 > 주문내역으로 이동하세요
2. 해당 주문을 선택하세요
3. '배송지 변경' 버튼을 클릭하세요
4. 배송 시작 전에만 변경 가능합니다","배송지,주소,변경,수정"
faq_027,order_management,주문 상태를 확인하고 싶습니다,"주문 상태 확인:
1. 마이페이지 > 주문내역으로 이동하세요
2. 해당 주문을 클릭하세요
3. 상세 페이지에서 현재 상태를 확인할 수 있습니다
4. 송장번호가 있으면 택배 추적도 가능합니다","주문,상태,확인,조회,추적"
faq_028,order_management,배송이 지연되고 있습니다,"배송 지연 문의:
1. 주문내역에서 송장번호를 확인하세요
2. 택배사 홈페이지에서 배송 추적을 해보세요
3. 예상 배송일보다 3일 이상 지연 시 고객센터로 문의하세요
4. 주문번호를 준비하시면 빠른 확인이 가능합니다","배송,지연,늦음,안옴"
faq_029,order_management,교환하고 싶습니다,"교환 신청:
1. 마이페이지 > 주문내역으로 이동하세요
2. 해당 주문의 '교환 신청' 버튼을 클릭하세요
3. 교환 사유와 상품 상태를 선택하세요
4. 배송 완료 후 7일 이내 신청 가능합니다","교환,변경,바꾸기"
faq_030,order_management,반품하고 싶습니다,"반품 신청:
1. 마이페이지 > 주문내역으로 이동하세요
2. '반품 신청' 버튼을 클릭하세요
3. 반품 사유를 선택하세요
4. 상품을 재포장하여 반송해주세요
5. 검수 후 환불 처리됩니다","반품,환불,되돌리기"
faq_031,order_management,주문 내역을 확인하고 싶어요,"주문 내역 확인:
1. 마이페이지 > 주문내역으로 이동하세요
2. 조회 기간을 선택하세요
3. 각 주문을 클릭하면 상세 정보를 볼 수 있습니다","주문,내역,확인,조회"
faq_032,order_management,배송 추적은 어떻게 하나요,"배송 추적:
1. 주문내역에서 송장번호를 확인하세요
2. 택배사 이름을 확인하세요 (CJ대한통운, 우체국 등)
3. 해당 택배사 홈페이지에서 송장번호로 조회하세요
4. 실시간 배송 위치를 확인할 수 있습니다","배송,추적,조회,위치"
faq_033,order_management,상품이 잘못 왔어요,"잘못된 상품 배송:
1. 고객센터(1234-5678)로 즉시 연락하세요
2. 주문번호와 받은 상품 정보를 알려주세요
3. 사진을 찍어 보내주시면 빠른 처리가 가능합니다
4. 교환 또는 환불 처리해드립니다","상품,잘못,오배송,다른"
faq_034,order_management,상품이 파손되었어요,"파손된 상품:
1. 즉시 사진을 찍어두세요
2. 고객센터(1234-5678)로 연락하세요
3. 주문번호와 파손 상태를 설명해주세요
4. 재배송 또는 환불 처리해드립니다","파손,손상,깨짐,불량"
faq_035,order_management,배송비는 얼마인가요,"배송비 안내:
1. 기본 배송비: 3,000원
2. 30,000원 이상 구매 시 무료
3. 제주/도서산간: 추가 3,000원
4. 일부 상품은 무료배송입니다","배송비,비용,요금,무료"
faq_036,order_management,빠른 배송이 가능한가요,"빠른 배송:
1. 새벽배송: 당일 저녁 주문 시 다음날 새벽 도착 (추가 5,000원)
2. 당일배송: 오전 11시 이전 주문 시 당일 배송 (추가 3,000원)
3. 일반배송: 2-3일 소요
4. 지역에 따라 제한될 수 있습니다","빠른배송,당일배송,새벽배송,특급"
faq_037,account_management,비밀번호를 재설정하고 싶습니다,"비밀번호 재설정:
1. 로그인 페이지에서 '비밀번호 찾기'를 클릭하세요
2. 등록된 이메일 주소를 입력하세요
3. 이메일로 받은 재설정 링크를 클릭하세요
4. 새 비밀번호를 입력하세요","비밀번호,재설정,찾기,분실"
faq_038,account_management,로그인할 수 없습니다,"로그인 문제 해결:
1. 아이디와 비밀번호를 정확히 입력했는지 확인하세요
2. Caps Lock이 켜져있는지 확인하세요
3. 비밀번호 재설정을 시도하세요
4. 다른 브라우저에서 시도해보세요","로그인,안됨,실패,접속"
faq_039,account_management,이메일 인증이 안 됩니다,"이메일 인증:
1. 스팸/광고 메일함을 확인하세요
2. '인증 메일 재전송' 버튼을 클릭하세요
3. 5분 정도 기다려보세요
4. 다른 이메일 주소로 시도하세요","이메일,인증,메일,확인"
faq_040,account_management,개인정보를 수정하고 싶습니다,"개인정보 수정:
1. 마이페이지 > 회원정보 수정으로 이동하세요
2. 본인 확인을 위해 비밀번호를 입력하세요
3. 수정할 정보를 변경하세요
4. '저장' 버튼을 클릭하세요","개인정보,수정,변경,정보"
faq_041,account_management,회원 탈퇴하고 싶습니다,"회원 탈퇴:
1. 마이페이지 > 설정 > 회원 탈퇴로 이동하세요
2. 탈퇴 사유를 선택하세요
3. 비밀번호를 입력하세요
4. 주의사항을 확인하고 동의하세요
5. 진행 중인 주문이 있으면 완료 후 탈퇴하세요","탈퇴,삭제,나가기,회원"
faq_042,account_management,계정이 잠겼습니다,"계정 잠김 해제:
1. 비밀번호를 5회 이상 틀리면 계정이 잠깁니다
2. 30분 후 자동 해제됩니다
3. 즉시 해제가 필요하면 고객센터로 문의하세요
4. 본인 확인 후 해제 가능합니다","계정,잠김,차단,해제"
faq_043,account_management,아이디를 찾고 싶어요,"아이디 찾기:
1. 로그인 페이지에서 '아이디 찾기'를 클릭하세요
2. 가입 시 등록한 이메일을 입력하세요
3. 본인 확인 후 아이디가 표시됩니다
4. 이메일로도 전송됩니다","아이디,찾기,분실,확인"
faq_044,account_management,회원가입이 안 됩니다,"회원가입 문제:
1. 이미 가입된 이메일인지 확인하세요
2. 필수 항목을 모두 입력했는지 확인하세요
3. 비밀번호 규칙을 확인하세요 (8자 이상, 영문+숫자)
4. 브라우저 쿠키/캐시를 삭제하고 재시도하세요","회원가입,안됨,가입,실패"
faq_045,account_management,프로필 사진을 변경하고 싶어요,"프로필 사진 변경:
1. 마이페이지로 이동하세요
2. 프로필 사진을 클릭하세요
3. '사진 변경' 버튼을 클릭하세요
4. 새 사진을 업로드하세요 (최대 5MB, JPG/PNG)","프로필,사진,변경,이미지"
faq_046,account_management,알림 설정을 변경하고 싶어요,"알림 설정:
1. 마이페이지 > 설정 > 알림으로 이동하세요
2. 받고 싶은 알림을 선택하세요
   - 이메일 알림
   - SMS 알림
   - 푸시 알림
3. '저장' 버튼을 클릭하세요","알림,설정,변경,수신"
faq_047,account_management,계정을 복구하고 싶어요,"계정 복구:
1. 탈퇴 후 30일 이내에만 복구 가능합니다
2. 고객센터(1234-5678)로 연락하세요
3. 본인 확인 절차를 진행하세요
4. 계정과 데이터가 복구됩니다","계정,복구,복원,재가입"
faq_048,account_management,이메일을 변경하고 싶어요,"이메일 변경:
1. 마이페이지 > 회원정보 수정으로 이동하세요
2. '이메일 변경' 버튼을 클릭하세요
3. 새 이메일 주소를 입력하세요
4. 인증 메일을 받아 인증을 완료하세요","이메일,변경,수정,주소"
